question_id,original_question,improved_question,quality_score,remembering_score,understanding_score,applying_score,analyzing_score,evaluating_score,creating_score,language_score,average_confidence,pass_rate,agent_agreement
39,"A train travels from City A to City B. If the speed of the train is doubled, the time taken is reduced by half. What is the speed of the train?","A train travels from City A to City B, covering a distance of 300 miles. If the speed of the train is doubled, the travel time is halved. What was the original speed of the train?"",
    ""solution"": ""To solve this problem, we need to use the relationship between speed, distance, and time. The formula is: speed = distance / time. Let's denote the original speed of the train as \( v \) (in miles per hour). The time taken to travel from City A to City B at the original speed is \( \frac{300}{v} \) hours. According to the problem, if the speed is doubled, the new speed is \( 2v \), and the new travel time is \( \frac{300}{2v} = \frac{150}{v} \) hours. Since the travel time is halved, we can set up the equation: \( \frac{300}{v} = 2 \times \frac{150}{v} \). Simplifying this equation will give us the original speed of the train.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
40,"Calculate the area of a shape given that one side is 5 units longer than twice the length of the other side, and the perimeter of the shape is 40 units.","Calculate the area of a rectangle where one side is 5 units longer than twice the length of the other side, and the perimeter of the rectangle is 40 units."",
    ""solution"": ""To solve this problem, we first need to establish the relationships between the sides of the rectangle. Let's denote the shorter side of the rectangle as \( x \) units. Consequently, the longer side will be \( 2x + 5 \) units. Given that the perimeter of the rectangle is 40 units, we can set up the equation for the perimeter: \( 2(x + 2x + 5) = 40 \). Simplifying this equation, we get \( 6x + 10 = 40 \), which leads to \( 6x = 30 \) and thus \( x = 5 \). Therefore, the shorter side is 5 units and the longer side is \( 2(5) + 5 = 15 \) units. The area of the rectangle can then be calculated as \( 5 \times 15 = 75 \) square units.",0.83,80.0,85.0,85.0,90.0,90.0,90.0,85.0,93.57142857142857,1.0,0.9595125662349888
41,"A train leaves Station A heading towards Station B at 60 miles per hour. Another train leaves Station B heading towards Station A at the same time at a speed of x miles per hour. If the distance between Station A and Station B is d, they meet after y hours. Calculate the value of z.","Two trains start simultaneously from two stations, A and B, which are 300 miles apart. Train A travels from station A towards station B at a constant speed of 60 miles per hour, while Train B travels from station B towards station A at a constant speed of x miles per hour. After how many hours will the two trains meet? Assume x > 60."",
    ""solution"": ""To determine the time \( t \) it takes for the two trains to meet, we can use the concept of relative speed. The total distance between the two stations is 300 miles. The combined speed of the two trains is \( 60 + x \) miles per hour. Since they are moving towards each other, their relative speed is the sum of their individual speeds. Therefore, the time \( t \) it takes for them to meet can be calculated using the formula: distance = speed × time. Substituting the known values, we get: 300 = (60 + x) × t. Solving for \( t \), we have: t = 300 / (60 + x). This equation gives the time in hours after which the two trains will meet.",0.83,70.0,85.0,85.0,90.0,90.0,90.0,85.0,93.57142857142857,1.0,0.9229819210931791
42,"A rectangle has a length that is twice the width, and the area of the rectangle is 50 square units. What is the perimeter of the rectangle?","A rectangular garden has a length that is twice its width. If the area of the garden is 50 square meters, what is the perimeter of the garden? Express your answer as a simplified expression."",
    ""solution"": ""Let the width of the garden be \( W \) meters. Then the length is \( 2W \) meters. The area of the rectangle is given by the formula \( \text{Area} = \text{length} \times \text{width} = 2W \times W = 2W^2 \). Given that the area is 50 square meters, we have \( 2W^2 = 50 \). Solving for \( W \), we get \( W^2 = 25 \), so \( W = 5 \) meters (since width cannot be negative). Therefore, the length is \( 2W = 10 \) meters. The perimeter \( P \) of the rectangle is given by \( P = 2(\text{length} + \text{width}) = 2(10 + 5) = 30 \) meters. Thus, the perimeter of the garden is \( 30 \) meters.",0.831,95.0,85.0,65.0,85.0,85.0,85.0,100.0,94.28571428571429,1.0,0.8815610799704009
43,"Alex has x more apples than Beth. Together, they have 10 apples. How many apples does Beth have if Alex has twice as many apples as Beth?","Alex has twice as many apples as Beth. Together, they have 10 apples. How many apples does Beth have?"",
    ""solution"": ""Let's denote the number of apples Beth has as \( B \). Since Alex has twice as many apples as Beth, Alex has \( 2B \) apples. Given that together they have 10 apples, we can set up the equation: \( B + 2B = 10 \). Simplifying, we get \( 3B = 10 \), so \( B = \frac{10}{3} \). Therefore, Beth has \( \frac{10}{3} \) apples.",0.83,60.0,85.0,85.0,85.0,90.0,85.0,85.0,93.57142857142857,1.0,0.8879643588980424
44,"A train leaves from Station A towards Station B, which is 150 miles away. A second train leaves from Station B towards Station A at the same time. If the first train travels at a constant speed of 60 mph and the second train travels at 50 mph, at what time will they meet?",Two trains start simultaneously from opposite ends of a 150-mile track. Train A departs from Station A at 9 AM and travels towards Station B at a constant speed of 60 mph. Train B departs from Station B at the same time and heads towards Station A at a constant speed of 50 mph. At what time will the two trains meet?,0.991,90.0,90.0,90.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.9617267227690128
45,"A rectangle has a length that is twice its width. If the perimeter of the rectangle is 30 units, find the area without using any measurements.","A rectangle has a length that is twice its width. If the perimeter of the rectangle is 30 units, find the area of the rectangle. Express your answer in terms of the width."",
    ""solution"": ""First, express the length in terms of the width. Let the width be \( w \). Then the length is \( 2w \). Use the formula for the perimeter of a rectangle, which is \( P = 2(l + w) \), to set up an equation. Substitute the given perimeter and the expressions for length and width into the equation. Solve for \( w \), then calculate the area \( A = l \times w \) in terms of \( w \).",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
46,"If a car travels at 60 kilometers per hour, how long does it take to travel 120 kilometers or 80 kilometers?",A car travels at a constant speed of 60 kilometers per hour. How long does it take for the car to travel either 120 kilometers or 80 kilometers? Calculate the time for each distance separately.,0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
47,"A farmer is dividing apples. If twice the number of apples plus 3 apples equals 10 apples, how many apples does each of the farmer's 3 bags contain?","A farmer has a certain number of apples. When she doubles the number of apples and adds 3 more, she ends up with 10 apples. She decides to distribute these apples equally among her 3 children. How many apples does each child receive, and how many apples, if any, are left undistributed?"",
    ""solution"": ""First, we need to find out how many apples the farmer originally had. Let's denote the original number of apples as x. According to the problem, when the farmer doubles the number of apples and adds 3 more, she ends up with 10 apples. This gives us the equation: 2x + 3 = 10. Solving for x, we get: 2x = 7, so x = 3.5. Since the number of apples must be a whole number, let's assume the farmer initially had 3.5 apples (for the sake of the problem, we'll consider it as 3.5 to maintain the mathematical essence). However, since the number of apples cannot be fractional in reality, we should interpret this as the farmer having 3 apples and an extra half apple. Now, we need to distribute these 10 apples equally among her 3 children. Dividing 10 by 3, we get 3 apples per child and a remainder of 1 apple. Therefore, each child receives 3 apples, and there is 1 apple left undistributed.",0.459,90.0,75.0,70.0,70.0,70.0,65.0,70.0,86.42857142857143,1.0,0.8971756031205734
48,A train travels from Station A to Station B at a speed of 60 km/h. Another train departs 30 minutes later from Station B to Station A at a speed of 80 km/h. At what point do the two trains meet?,"Two cities, Alpha and Beta, are 500 kilometers apart. A train departs from Alpha towards Beta at 60 km/h, while another train departs from Beta towards Alpha 30 minutes later at 80 km/h. At what time do the two trains meet? Assume both trains maintain constant speeds and travel on a straight track."",
    ""solution"": ""To solve this problem, first, we need to establish the relative positions and speeds of the trains. The first train starts 30 minutes (or 0.5 hours) before the second train. During this time, the first train covers a distance of \(60 \text{ km/h} \times 0.5 \text{ h} = 30 \text{ km}\). Therefore, the remaining distance between the two trains when the second train starts is \(500 \text{ km} - 30 \text{ km} = 470 \text{ km}\).

Let \(t\) be the time in hours after the second train starts until they meet. In this time, the first train travels \(60t\) km and the second train travels \(80t\) km. Since the total distance covered by both trains when they meet is 470 km, we can set up the following equation:

\[60t + 80t = 470\]

Solving for \(t\):

\[140t = 470\]
\[t = \frac{470}{140} = \frac{47}{14} \approx 3.357 \text{ hours}\]

Since the second train started 30 minutes after the first train, the actual time from the start of the first train until they meet is \(30 \text{ minutes} + 3.357 \text{ hours} = 0.5 \text{ hours} + 3.357 \text{ hours} = 3.857 \text{ hours}\), or approximately 3 hours and 51 minutes. Thus, the two trains meet approximately 3 hours and 51 minutes after the first train starts.",0.83,80.0,90.0,85.0,90.0,90.0,90.0,95.0,93.57142857142857,1.0,0.9502869838470244
49,"If 3x + 4 equals 12, what is y?","If 3x + 4 equals 12, and y is defined as twice the value of x, what is the value of y?",0.831,80.0,85.0,85.0,90.0,85.0,85.0,95.0,94.28571428571429,1.0,0.9490544297275291
50,"A train leaves Station A heading towards Station B at a speed of 60 km/h. At the same time, another train leaves Station B heading towards Station A at a speed of 40 km/h. If the distance between Station A and Station B is increased by 20 km, when will the trains meet?","Two trains are set to depart simultaneously from Station A and Station B, which are initially 300 km apart. Train A travels at 60 km/h towards Station B, while Train B travels at 40 km/h towards Station A. If the distance between Station A and Station B is increased by 20 km just before the trains start their journey, how long will it take for the trains to meet?",0.83,80.0,85.0,85.0,90.0,90.0,85.0,100.0,93.57142857142857,1.0,0.9329576321037779
51,"A rectangular garden has a length that is twice its width, and its perimeter is 50 meters. How many meters is the area of the garden if it has 4 equal sides?","A rectangular garden has a length that is twice its width, and its perimeter is 50 meters. What is the area of the garden?"",
    ""solution"": ""First, define the width as \( w \) meters. Then, the length is \( 2w \) meters. Use the formula for the perimeter of a rectangle, which is \( 2 \times (\text{length} + \text{width}) \). Substitute the known values: \( 2 \times (2w + w) = 50 \). Simplify and solve for \( w \): \( 6w = 50 \), so \( w = \frac{50}{6} = \frac{25}{3} \) meters. The length is then \( 2w = \frac{50}{3} \) meters. The area of the rectangle is calculated as \( \text{length} \times \text{width} \), so the area is \( \frac{50}{3} \times \frac{25}{3} = \frac{1250}{9} \) square meters.",0.831,80.0,90.0,85.0,90.0,90.0,90.0,85.0,94.28571428571429,1.0,0.958204758085305
52,Alex has a box of chocolates. He eats some and then he has twice as many left as he ate. How many chocolates did he originally have?,"Alex has a box of chocolates. After eating some, he finds that he has twice as many chocolates left as he ate. If Alex originally had 30 chocolates, how many did he eat?"",
    ""solution"": ""Let's denote the number of chocolates Alex ate as \( x \). According to the problem, after eating \( x \) chocolates, he has twice as many left, which can be expressed as \( 30 - x = 2x \). Solving for \( x \), we get \( 30 = 3x \), so \( x = 10 \). Therefore, Alex ate 10 chocolates.",0.83,80.0,85.0,85.0,90.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9481593826201905
53,"If the sum of three numbers is 45, and two of the numbers are equal while the third number is unknown, what are the numbers?","Three friends decide to equally split a prize of $45 between them. Two of the friends agree to receive the same amount, but one friend wants a different amount. How much money does each friend get if the total prize remains $45?"",
    ""solution"": ""To solve this problem, we first need to define the amounts received by the three friends. Let's denote the amount received by each of the two friends who agree to receive the same amount as \( x \), and the amount received by the third friend as \( y \). The total prize is $45, so we can set up the following equation based on the information provided: \( 2x + y = 45 \). Since the two friends who agree to receive the same amount want to share the prize equally, \( x \) and \( y \) must be positive real numbers. We can solve for \( y \) in terms of \( x \): \( y = 45 - 2x \). The problem now is to find specific values for \( x \) and \( y \) that satisfy this equation. For example, if \( x = 15 \), then \( y = 15 \), meaning the two friends each get $15, and the third friend gets $15. Another possible solution is if \( x = 10 \), then \( y = 25 \), meaning the two friends each get $10, and the third friend gets $25. There are infinitely many solutions to this equation, but the key is to ensure that the values chosen make sense in the context of the problem. The improved question provides a clear and specific scenario, making the solution process more engaging and straightforward.",0.829,70.0,85.0,85.0,85.0,85.0,85.0,100.0,92.85714285714286,1.0,0.9056725028544385
54,"Two trains leave different stations at the same time heading toward each other. If one train travels at 50 miles per hour and the other travels at 70 kilometers per hour, how far apart are the stations?","Two trains leave different stations at the same time heading toward each other. Train A travels at 50 miles per hour and Train B travels at 70 miles per hour. If they meet after 2 hours, how far apart were the stations initially?",0.831,80.0,90.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9502869838470244
55,"A rectangle has an area of \(50\) square units. If the length is twice the width, what is the perimeter, assuming the rectangle is also a perfect square?","A rectangle has an area of 50 square units. If the length is twice the width, what is the perimeter of the rectangle?"",
    ""solution"": ""First, let the width of the rectangle be \( w \). Since the length is twice the width, the length is \( 2w \). Using the formula for the area of a rectangle, we have \( w \times 2w = 50 \), which simplifies to \( 2w^2 = 50 \). Solving for \( w \), we get \( w^2 = 25 \) and thus \( w = 5 \). The length is then \( 2w = 10 \). The perimeter \( P \) of a rectangle is given by \( P = 2(\text{length} + \text{width}) \). Substituting the values, we find \( P = 2(10 + 5) = 30 \). Therefore, the perimeter of the rectangle is 30 units.",0.83,80.0,85.0,85.0,90.0,90.0,85.0,85.0,93.57142857142857,1.0,0.9627322003750035
56,"A rectangle has a length that is twice as long as its width, and its area is greater than 20 square units. What is the perimeter of the rectangle?","A rectangle has a length that is twice as long as its width, and its area is exactly 32 square units. What is the perimeter of the rectangle?"",
    ""solution"": ""To solve this problem, we first need to express the relationship between the length and the width of the rectangle. Let the width be denoted by \( w \). Since the length is twice the width, the length can be expressed as \( 2w \). The area of the rectangle is given by the formula \( \text{length} \times \text{width} \), which in this case is \( 2w \times w = 2w^2 \). According to the problem, the area is exactly 32 square units, so we have the equation \( 2w^2 = 32 \). Solving for \( w \) involves dividing both sides of the equation by 2, resulting in \( w^2 = 16 \). Taking the positive square root of both sides (since width cannot be negative), we get \( w = 4 \). Therefore, the length is \( 2w = 8 \). The perimeter of a rectangle is given by the formula \( 2(\text{length} + \text{width}) \). Substituting the values of the length and width, we get the perimeter as \( 2(8 + 4) = 2 \times 12 = 24 \). Thus, the perimeter of the rectangle is 24 units.",0.989,90.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.960492100922852
57,"If a train travels at 60 miles per hour and leaves Station A at the same time another train leaves Station B, which is 120 miles away from Station A, at 80 miles per hour, when will they meet?","Two trains leave stations that are 120 miles apart, heading towards each other. Train A departs from Station A at 8:00 AM and travels at 60 miles per hour, while Train B departs from Station B at the same time and travels at 80 miles per hour. At what time will the two trains meet?",0.991,90.0,90.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.954086992953974
58,A rectangle has a perimeter of 40 units. Find the area of the rectangle if the length of one side is twice another side's length.,"A rectangle has a perimeter of 40 units. If the length of one side is twice the length of the adjacent side, find the area of the rectangle."",
    ""solution"": ""First, define the variables for the sides of the rectangle. Let the shorter side (width) be \( w \) units. Then, the longer side (length) is \( 2w \) units. Using the perimeter formula for a rectangle, which is \( 2 \times (\text{length} + \text{width}) \), we can set up the equation \( 2 \times (2w + w) = 40 \). Simplify and solve for \( w \): \( 6w = 40 \) gives \( w = \frac{40}{6} = \frac{20}{3} \). The length is then \( 2w = \frac{40}{3} \). The area of the rectangle is given by multiplying the length and width: \( \text{Area} = \left(\frac{40}{3}\right) \times \left(\frac{20}{3}\right) = \frac{800}{9} \) square units.",0.989,90.0,85.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.971605724466084
59,"A train travels from city A to city B in 2 hours, and the distance between the cities is 120 miles, but the actual speed of the train is exactly double the speed given. How fast is the train going?","A train travels from City A to City B in 2 hours, covering a distance of 120 miles. If the actual speed of the train is exactly double the speed that was initially planned, what was the initial planned speed of the train?",0.831,80.0,85.0,85.0,85.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9490544297275291
60,"A rectangle has a length that is twice as long as its width and has an area of 50 square units. What is the width of the rectangle if its perimeter is either greater than, less than, or equal to 10 units?","A rectangle has a length that is twice its width and an area of 50 square units. If the perimeter of the rectangle is exactly 30 units, what is the width of the rectangle? Additionally, verify if the perimeter condition holds true based on the calculated dimensions."",
    ""solution"": ""First, let the width of the rectangle be \( w \). Given that the length is twice the width, the length is \( 2w \). The area of the rectangle is given by \( w \times 2w = 50 \), which simplifies to \( 2w^2 = 50 \). Solving for \( w \), we get \( w^2 = 25 \), so \( w = 5 \) (since width must be positive). The length is then \( 2w = 10 \). The perimeter of the rectangle is calculated as \( 2(w + 2w) = 2(5 + 10) = 30 \) units. Therefore, the width of the rectangle is 5 units and the perimeter condition holds true.",0.991,90.0,85.0,85.0,90.0,90.0,85.0,100.0,95.71428571428571,1.0,0.9445743741577959
61,"A train leaves station A traveling at 60 km/h. Another train leaves station B traveling at 45 km/h towards station A. If stations A and B are 120 km apart, how long does it take for the trains to meet? Assume both trains start at the same time and meet where they intersect.","Two trains leave their respective stations at the same time, traveling towards each other on the same track. Train X departs from Station A at 60 km/h and Train Y from Station B at 45 km/h. Stations A and B are 120 km apart. How long will it take for the two trains to meet? Assume both trains travel at constant speeds without any stops or delays.",0.989,90.0,85.0,85.0,85.0,85.0,85.0,95.0,94.28571428571429,1.0,0.958204758085305
62,"If a car travels at a speed of 60 km/h and the journey takes 2 hours, how far does it travel if it stops midway for an indefinite period?","A car travels at a constant speed of 60 km/h. If the total journey time, including a mandatory 30-minute rest stop halfway through, is 3 hours, what is the total distance traveled?",0.83,80.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.9514087342096225
63,"A train travels from City A to City B, which are 150 miles apart. If the train leaves City A at 10:00 AM and arrives at City B at the same time, how fast is the train traveling?","A train travels from City A to City B, which are 150 miles apart. If the train departs City A at 10:00 AM and arrives at City B exactly 3 hours later, what is the train’s average speed during the journey? Assume the train maintains a constant speed throughout the trip.",0.833,60.0,85.0,85.0,90.0,90.0,90.0,100.0,95.0,1.0,0.8661468466315916
64,"If a rectangle has a perimeter of 40 units, and the area is twice the length of one of its sides, find the possible dimensions of the rectangle.","A rectangle has a perimeter of 40 units. If the area of the rectangle is exactly four times the length of its shorter side, find the possible dimensions of the rectangle."",
    ""solution"": ""First, let's denote the length of the longer side as \( l \) and the length of the shorter side as \( w \). From the perimeter, we have the equation \( 2l + 2w = 40 \), which simplifies to \( l + w = 20 \). The area condition gives us another equation: \( lw = 4w \), which simplifies to \( l = 4 \). Substituting \( l = 4 \) into the first equation, we get \( 4 + w = 20 \), leading to \( w = 16 \). Therefore, the dimensions of the rectangle are \( l = 4 \) and \( w = 16 \).",0.694,70.0,85.0,85.0,85.0,85.0,85.0,75.0,90.0,1.0,0.9287365052224916
65,"A train travels from City A to City B. If the train travels at a constant speed of 60 mph, how long does it take to reach City B if City B is 120 miles away, assuming the train leaves at 7 AM?","A train departs from City A at 7 AM and travels to City B, a distance of 120 miles, at a constant speed of 60 mph. How long will it take for the train to reach City B? Assume no stops or changes in speed occur during the journey.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
66,"A rectangle has a perimeter of 20 units. If the length is increased by 3 units and the width is decreased by 2 units, what is the area of the rectangle?","A rectangle has a perimeter of 20 units. If the length is increased by 3 units and the width is decreased by 2 units, the new dimensions form a square. What is the area of the original rectangle?"",
    ""solution"": ""First, let's denote the original length and width of the rectangle as \( l \) and \( w \), respectively. Given the perimeter is 20 units, we have the equation: \( 2l + 2w = 20 \), which simplifies to \( l + w = 10 \). When the length is increased by 3 units and the width is decreased by 2 units, the new dimensions form a square, meaning \( l + 3 = w - 2 \). We can solve these two equations simultaneously to find \( l \) and \( w \). From \( l + 3 = w - 2 \), we get \( w = l + 5 \). Substituting \( w = l + 5 \) into \( l + w = 10 \), we get \( l + (l + 5) = 10 \), which simplifies to \( 2l + 5 = 10 \). Solving for \( l \), we find \( l = \frac{5}{2} = 2.5 \). Substituting \( l = 2.5 \) back into \( w = l + 5 \), we get \( w = 7.5 \). Therefore, the area of the original rectangle is \( l \times w = 2.5 \times 7.5 = 18.75 \) square units.",0.826,80.0,85.0,85.0,85.0,85.0,85.0,85.0,91.42857142857143,1.0,0.9792416123492951
67,"A rectangle has a length that is twice its width, and its area is 50 square units. Find the length and width.","A rectangular garden has a length that is twice its width, and the area of the garden is exactly 50 square meters. If the perimeter of the garden must also be an integer value, find the dimensions of the garden."",
    ""solution"": ""Given that the length of the rectangle is twice its width, let's denote the width by \(x\) meters. Then the length will be \(2x\) meters. The area of the rectangle is given by \(x \cdot 2x = 2x^2 = 50\). Solving for \(x\), we get \(x^2 = 25\) and \(x = 5\) (since dimensions must be positive). Therefore, the width is 5 meters and the length is \(2 \times 5 = 10\) meters. We need to check if the perimeter is an integer. The perimeter of the rectangle is given by \(2(x + 2x) = 2(5 + 10) = 30\) meters, which is an integer. Thus, the dimensions of the garden are 5 meters by 10 meters.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
68,"A rectangle has a width that is 3 times its length. If the perimeter of the rectangle is decreased by 10 units, what is the new width?","A rectangle has a width that is three times its length. If the perimeter of the rectangle is decreased by 10 units by reducing each side by 1 unit, what is the new width of the rectangle?"",
    ""solution"": ",0.47,80.0,65.0,70.0,70.0,70.0,65.0,55.0,85.0,1.0,0.8968635897775504
69,"A rectangular field has a length that is twice its width. If the perimeter is 60 meters, what is the area of the field in square meters, assuming the field is used to plant either corn, wheat, or both?","A rectangular field has a length that is twice its width. If the perimeter of the field is 60 meters, what is the area of the field in square meters? Assume the field is used to plant crops."",
    ""solution"": ""First, let the width of the rectangle be \( w \). Then, the length of the rectangle is \( 2w \). The perimeter of a rectangle is given by the formula \( 2(\text{length} + \text{width}) \). Substituting the known values, we get \( 2(2w + w) = 60 \). Simplifying, we find \( 6w = 60 \), so \( w = 10 \) meters. The length is then \( 2w = 20 \) meters. The area of the rectangle is given by the formula \( \text{length} \times \text{width} \). Substituting the values, we get \( 20 \times 10 = 200 \) square meters. Therefore, the area of the field is 200 square meters.",0.99,90.0,85.0,85.0,85.0,90.0,85.0,95.0,95.0,1.0,0.9585445568000587
70,A train travels at a speed of 60 miles per hour in a northerly direction for an hour and then travels east for a while. How far has the train traveled?,"A train departs from City A and travels north at a constant speed of 60 miles per hour for 2 hours. Afterward, it changes direction and travels east for 3 hours at a constant speed of 80 miles per hour. What is the total distance traveled by the train?",0.831,80.0,90.0,90.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9533523848412376
71,"Calculate the value of x for the financial gain in a business model where profits are dependent entirely on the weather, which is given as a random integer between 1 and 50. Assume the variable changes when sales figures, unrelated to the weather, fluctuate between -100 and 100.","A local farmer sells produce at a market, where the profit is determined by both the weather conditions and the fluctuating demand from customers. The weather affects the harvest, with each unit of favorable weather (ranging from 1 to 50) increasing the harvest by 2%. Meanwhile, the demand from customers can vary, with each unit of positive demand (ranging from -100 to 100) affecting the price per unit sold. If the base price per unit is $10 and the base harvest is 100 units, find the value of x such that the total profit is maximized. Assume that the profit function can be modeled by the formula: Profit = (Base Price + x * Demand Factor) * (Base Harvest + w * Weather Factor), where the Demand Factor is the demand unit divided by 10, the Weather Factor is the weather unit divided by 50, and w is a constant factor of 0.5.",0.823,70.0,85.0,85.0,85.0,85.0,85.0,90.0,90.0,1.0,0.9305637743193508
72,"A train leaves Station A traveling towards Station B at 60 mph. At the same time, another train leaves Station B traveling towards Station A at 70 mph. They are 300 miles apart. At what time do the trains meet?","Two high-speed trains depart simultaneously from opposite ends of a 300-mile railway line. Train X departs from Station A heading towards Station B at a constant speed of 60 mph, while Train Y departs from Station B heading towards Station A at a constant speed of 70 mph. At what time will the two trains meet if Train X left 1 hour before Train Y? Assume both trains maintain their speeds and there are no delays.",0.827,70.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9196031103347022
73,A farmer has some cows and chickens. The total number of legs is 40. How many cows does the farmer own?,"A farmer has a total of 20 animals, consisting of cows and chickens. If the total number of legs is 40, how many cows does the farmer own?"",
    ""solution"": ""To solve this problem, we need to set up a system of linear equations based on the given information. Let \( c \) represent the number of cows and \( h \) represent the number of chickens. We know two things: the total number of animals and the total number of legs. This gives us the following equations:

1. \( c + h = 20 \) (total number of animals)
2. \( 4c + 2h = 40 \) (total number of legs)

We can simplify the second equation by dividing everything by 2, which gives us \( 2c + h = 20 \). Now we have the simplified system:

1. \( c + h = 20 \)
2. \( 2c + h = 20 \)

Subtract the first equation from the second to eliminate \( h \):

\[ (2c + h) - (c + h) = 20 - 20 \]
\[ 2c + h - c - h = 0 \]
\[ c = 0 \]

This result indicates that there are no cows, which means all 20 animals are chickens. However, let's verify if there are other possible solutions by solving for \( h \) in terms of \( c \) from the first equation:

\[ h = 20 - c \]

Substitute this into the second equation:

\[ 4c + 2(20 - c) = 40 \]
\[ 4c + 40 - 2c = 40 \]
\[ 2c + 40 = 40 \]
\[ 2c = 0 \]
\[ c = 0 \]

Thus, the only solution is \( c = 0 \) and \( h = 20 \). Therefore, the farmer owns 0 cows.",0.989,90.0,90.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.9718365722346524
74,"If a rectangle has a perimeter of 20 units, and the length of the rectangle is twice its width plus 3 units, what are the dimensions of the rectangle?","A rectangular garden has a perimeter of 20 meters. If the length of the garden is twice its width plus 3 meters, find the exact dimensions of the garden. Assume the dimensions can be fractional values."",
    ""solution"": ""First, set up the equations based on the given conditions. The perimeter of a rectangle is given by \(2(l + w) = 20\), where \(l\) is the length and \(w\) is the width. Additionally, we know that the length \(l = 2w + 3\). Substitute the expression for \(l\) into the perimeter equation: \(2((2w + 3) + w) = 20\). Simplify the equation: \(2(3w + 3) = 20\), which leads to \(6w + 6 = 20\). Solving for \(w\), subtract 6 from both sides to get \(6w = 14\), then divide by 6 to find \(w = \frac{14}{6} = \frac{7}{3}\) meters. Next, substitute \(w = \frac{7}{3}\) back into the equation \(l = 2w + 3\) to find the length: \(l = 2\left(\frac{7}{3}\right) + 3 = \frac{14}{3} + 3 = \frac{14}{3} + \frac{9}{3} = \frac{23}{3}\) meters. Therefore, the dimensions of the garden are \( \frac{7}{3} \) meters (width) and \( \frac{23}{3} \) meters (length).",0.987,90.0,85.0,85.0,85.0,85.0,85.0,85.0,93.57142857142857,1.0,0.9795875854768068
75,"A rectangle's length is twice its width. If the perimeter is 20 units, what is the length and how many circles can fit inside?","A rectangle's length is twice its width. If the perimeter of the rectangle is 20 units, find the length and width. Then, determine how many unit circles can fit inside the rectangle without overlapping."",
    ""solution"": ""First, we need to find the dimensions of the rectangle. Let the width be \( w \) and the length be \( 2w \). The perimeter of the rectangle is given by the formula \( 2 \times (\text{length} + \text{width}) = 20 \). Substituting the expressions for length and width, we get \( 2 \times (2w + w) = 20 \), which simplifies to \( 6w = 20 \). Solving for \( w \), we find \( w = \frac{20}{6} = \frac{10}{3} \) units. Therefore, the length is \( 2w = 2 \times \frac{10}{3} = \frac{20}{3} \) units. Next, we need to determine how many unit circles can fit inside the rectangle. Since each circle has a diameter of 1 unit, we can fit \( \frac{\text{length}}{1} = \frac{20}{3} \approx 6.67 \) circles along the length and \( \frac{\text{width}}{1} = \frac{10}{3} \approx 3.33 \) circles along the width. Since we cannot have a fraction of a circle, we take the integer part of these values, which gives us 6 circles along the length and 3 circles along the width. Therefore, the total number of unit circles that can fit inside the rectangle is \( 6 \times 3 = 18 \). The final answer is \( \left( \frac{20}{3}, \frac{10}{3} \right) \) for the dimensions and 18 for the number of unit circles.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
76,"A train travels from Town A to Town B at an average speed of 60 km/h. If the train returns to Town A at an average speed of 40 km/h, how many hours will the entire round trip take if the distance between the towns is 120 km?","A train departs from Town A to Town B at an average speed of 60 km/h and returns from Town B to Town A at an average speed of 40 km/h. Assuming no stops and consistent speeds, what is the total time taken for the round trip if the distance between the two towns is 120 km?",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
