question_id,original_question,improved_question,quality_score,remembering_score,understanding_score,applying_score,analyzing_score,evaluating_score,creating_score,language_score,average_confidence,pass_rate,agent_agreement
50,"A train leaves Station A heading towards Station B at a speed of 60 km/h. At the same time, another train leaves Station B heading towards Station A at a speed of 40 km/h. If the distance between Station A and Station B is increased by 20 km, when will the trains meet?","Two trains, A and B, are initially 120 km apart. Train A travels from Station A towards Station B at a speed of 60 km/h, while train B travels from Station B towards Station A at a speed of 40 km/h. At the same time, the distance between the stations increases by 20 km due to a new construction project. When will the trains meet, given that the increased distance between the stations is now 140 km?",0.827,80.0,85.0,85.0,85.0,85.0,85.0,90.0,92.14285714285714,1.0,0.9685575009514795
51,"A rectangular garden has a length that is twice its width, and its perimeter is 50 meters. How many meters is the area of the garden if it has 4 equal sides?","A rectangular garden has a length that is twice its width. Given that the perimeter of the garden is 50 meters, find the area of the garden in square meters. Note: The garden has a rectangular shape.",0.834,80.0,90.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.9370079370079055
52,Alex has a box of chocolates. He eats some and then he has twice as many left as he ate. How many chocolates did he originally have?,Tom has a box of chocolates containing 48 chocolates. He eats some and then has twice as many chocolates left as he ate. How many chocolates did he eat?,0.831,80.0,90.0,90.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9502869838470244
53,"If the sum of three numbers is 45, and two of the numbers are equal while the third number is unknown, what are the numbers?","Three numbers have a sum of 45. Two of the numbers are identical, and the third number is different from the other two. What are the values of the three numbers, given that the two identical numbers are integers and are less than 20?",0.827,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9514087342096225
54,"Two trains leave different stations at the same time heading toward each other. If one train travels at 50 miles per hour and the other travels at 70 kilometers per hour, how far apart are the stations?","Two trains, A and B, leave different stations at the same time heading toward each other. Train A travels at a speed of 50 miles per hour, and train B travels at a speed of 70 kilometers per hour. Assuming they meet after 2 hours, find the distance between their starting stations. Convert the speeds to a common unit (miles per hour) and calculate the distance.",0.991,90.0,90.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.954086992953974
55,"A rectangle has an area of \(50\) square units. If the length is twice the width, what is the perimeter, assuming the rectangle is also a perfect square?","A rectangle has an area of 50 square units and a length that is twice its width. Given that the rectangle is not a perfect square, find the dimensions of the rectangle and calculate its perimeter.",0.831,80.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9481593826201905
56,"A rectangle has a length that is twice as long as its width, and its area is greater than 20 square units. What is the perimeter of the rectangle?","In a rectangle, the length is exactly twice as long as the width, and its area is greater than 40 square units. Find the minimum integer value of the perimeter of the rectangle, given that the width is a positive integer.",0.83,80.0,85.0,85.0,85.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9490544297275291
57,"If a train travels at 60 miles per hour and leaves Station A at the same time another train leaves Station B, which is 120 miles away from Station A, at 80 miles per hour, when will they meet?","Two trains, A and B, are located 120 miles apart on the same track. Train A, traveling at 60 miles per hour, leaves Station A at the same time that Train B, traveling at 80 miles per hour, leaves Station B. Assuming the trains are traveling in the opposite direction, when and where will they meet?",0.99,90.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9642229123600033
58,A rectangle has a perimeter of 40 units. Find the area of the rectangle if the length of one side is twice another side's length.,"In a rectangle with a perimeter of 40 units, the length of one side is exactly twice the length of the adjacent side. What are the possible areas of the rectangle?",0.824,80.0,85.0,85.0,85.0,85.0,85.0,90.0,90.71428571428571,1.0,0.9685575009514795
59,"A train travels from city A to city B in 2 hours, and the distance between the cities is 120 miles, but the actual speed of the train is exactly double the speed given. How fast is the train going?","A train travels from city A to city B in 2 hours, covering a distance of 120 miles. If the actual speed of the train is exactly double the speed indicated by the time it took to travel the distance, and the train's speed is 60 mph, what is the actual speed of the train?",0.827,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9514087342096225
60,"A rectangle has a length that is twice as long as its width and has an area of 50 square units. What is the width of the rectangle if its perimeter is either greater than, less than, or equal to 10 units?","A rectangle has a length that is twice as long as its width and has an area of 50 square units. Given that the perimeter of the rectangle is either greater than, less than, or equal to 10 units, find the width of the rectangle and state the condition that allows this scenario to be feasible.",0.474,100.0,70.0,70.0,70.0,85.0,70.0,55.0,87.14285714285714,1.0,0.8221803652989719
61,"A train leaves station A traveling at 60 km/h. Another train leaves station B traveling at 45 km/h towards station A. If stations A and B are 120 km apart, how long does it take for the trains to meet? Assume both trains start at the same time and meet where they intersect.","Two trains, A and B, are traveling towards each other on a straight track. Train A leaves station A at 60 km/h and train B leaves station B at 45 km/h. The distance between stations A and B is 120 km. Assuming both trains maintain their constant speeds and there are no external factors affecting their motion, what is the time it takes for the trains to collide (i.e., pass each other) at a single point?",0.989,90.0,85.0,85.0,85.0,85.0,85.0,100.0,94.28571428571429,1.0,0.9402563477369956
62,"If a car travels at a speed of 60 km/h and the journey takes 2 hours, how far does it travel if it stops midway for an indefinite period?","A car travels at a constant speed of 60 km/h. After traveling for 1 hour, it stops for 30 minutes and then continues its journey. What is the total distance traveled by the car in kilometers?",0.83,80.0,85.0,85.0,85.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9490544297275291
63,"A train travels from City A to City B, which are 150 miles apart. If the train leaves City A at 10:00 AM and arrives at City B at the same time, how fast is the train traveling?","A train travels from City A to City B, which are 150 miles apart. If the train leaves City A at 10:00 AM and arrives at City B at 12:00 PM, how fast is the train traveling?",0.704,60.0,85.0,70.0,90.0,95.0,90.0,100.0,94.71428571428571,1.0,0.843277610094009
64,"If a rectangle has a perimeter of 40 units, and the area is twice the length of one of its sides, find the possible dimensions of the rectangle.","A rectangular field has a perimeter of 40 units and its area is twice the square of the length of one of its sides. Given that the field's length is greater than its width, find the possible dimensions of the field."",
    ""solution"": ""To solve this problem, we first need to establish a relationship between the perimeter and the dimensions of the field. The perimeter P of a rectangle is given by P = 2(l + w), where l is the length and w is the width. We are given that P = 40, so we can express this as 2(l + w) = 40. Simplifying, we get l + w = 20.

Next, we are given that the area A is twice the square of the length of one of its sides. Without loss of generality, let's assume the length is greater than the width. Therefore, we can write the area A = 2l^2.

We can also express the area as A = lw. Setting these two expressions for area equal, we get lw = 2l^2. Dividing both sides by l (since l is not zero), we get w = 2l.

Now we have a system of equations: l + w = 20 and w = 2l. Substituting the second equation into the first, we get l + 2l = 20, which simplifies to 3l = 20. Solving for l, we get l = 20/3.

Now that we have found the length, we can find the width by substituting l into one of the equations. Using w = 2l, we get w = 2(20/3) = 40/3.

Therefore, the possible dimensions of the field are l = 20/3 and w = 40/3, or vice versa, since the problem statement does not specify which side is the length and which is the width. However, we are given that the length is greater than the width, so the correct solution is l = 20/3 and w = 40/3.",0.826,70.0,85.0,85.0,85.0,85.0,85.0,85.0,91.42857142857143,1.0,0.9366511273418143
65,"A train travels from City A to City B. If the train travels at a constant speed of 60 mph, how long does it take to reach City B if City B is 120 miles away, assuming the train leaves at 7 AM?","A train travels at a constant speed of 60 mph from City A to City B, which is 120 miles away. Assuming no stops or changes in speed, and disregarding any real-world factors, how long does it take to cover this distance?",0.829,90.0,85.0,70.0,85.0,85.0,85.0,100.0,92.85714285714286,1.0,0.9042572892243662
66,"A rectangle has a perimeter of 20 units. If the length is increased by 3 units and the width is decreased by 2 units, what is the area of the rectangle?","A rectangle has a fixed perimeter of 20 units and a fixed aspect ratio of 5:4. If the length is increased by 3 units and the width is decreased by 2 units, what is the area of the rectangle?",0.829,80.0,85.0,85.0,85.0,85.0,85.0,90.0,92.85714285714286,1.0,0.9685575009514795
67,"A rectangle has a length that is twice its width, and its area is 50 square units. Find the length and width.","A rectangular garden has a length that is twice its width. If the garden measures 50 square meters, and the width is a positive integer, find the length and width of the garden in meters."",
    ""solution"": ""Assuming the width of the garden is \(x\), the length is \(2x\). The area of the rectangle is given by \( x \times 2x = 2x^2 \), which should equal 50. This leads to the equation \(2x^2 = 50\). To find the possible values of \(x\), we divide both sides of the equation by 2, resulting in \(x^2 = 25\). Taking the square root of both sides gives us \(x = \pm 5\), but since the width is specified to be a positive integer, we discard the negative solution and conclude that the width \(x = 5\). Therefore, the length is \(2x = 2 \times 5 = 10\). Hence, the dimensions of the garden are 5 meters in width and 10 meters in length.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,85.0,93.57142857142857,1.0,0.9795875854768068
68,"A rectangle has a width that is 3 times its length. If the perimeter of the rectangle is decreased by 10 units, what is the new width?","A rectangle has a length that is 1/3 of its width. If the perimeter of the rectangle is decreased by 10 units, and the original length is 6 cm, what is the new width?",0.829,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9514087342096225
69,"A rectangular field has a length that is twice its width. If the perimeter is 60 meters, what is the area of the field in square meters, assuming the field is used to plant either corn, wheat, or both?","A rectangular field has a length that is twice its width. Given that its perimeter is 60 meters, find the area of the field in square meters, using the formula: Area = length × width.",0.99,90.0,85.0,85.0,90.0,90.0,85.0,100.0,95.0,1.0,0.9445743741577959
70,A train travels at a speed of 60 miles per hour in a northerly direction for an hour and then travels east for a while. How far has the train traveled?,A train travels at a speed of 60 miles per hour in a northerly direction for 1 hour and then travels east at 80 miles per hour for 2 hours. What is the total distance traveled by the train?,0.834,80.0,90.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.9370079370079055
71,"Calculate the value of x for the financial gain in a business model where profits are dependent entirely on the weather, which is given as a random integer between 1 and 50. Assume the variable changes when sales figures, unrelated to the weather, fluctuate between -100 and 100.","A small business selling outdoor gear experiences fluctuations in profits based on the weather and sales figures. The business model indicates that profits (P) are directly proportional to the weather index (W) and inversely proportional to the change in sales figures (S). The weather index (W) is modeled as a random integer between 1 and 50, representing the percentage of optimal weather conditions, with 50 being perfect weather and 1 being the worst. The change in sales figures (S) is a random integer between -20 and 20, with -20 indicating a 20% decrease and 20 indicating a 20% increase. The business owner wants to calculate the value of x, where x represents the initial profit when the weather is at 30 and the sales figures have increased by 10%. Given P = k \* W / (1 + S/100), where k is a constant of proportionality, find the value of x when W = 30 and S = 10."",
    ""solution"": ""To solve for x, we first need to understand that the profit P is given by the equation P = k \* W / (1 + S/100). We are given W = 30 and S = 10. Substituting these values into the equation, we get P = k \* 30 / (1 + 10/100). Simplifying the equation, we get P = k \* 30 / 1.1. To find the value of k, we need another equation or condition. However, since we are asked to find the value of x when the weather is at 30 and sales figures have increased by 10%, we can consider x as the initial profit when S = 0 (no change in sales figures). Therefore, substituting S = 0 into the equation P = k \* W / (1 + S/100), we get x = k \* 30 / (1 + 0/100). Simplifying, we get x = k \* 30. Since we do not have a specific value for k, we can express x in terms of k as x = 30k. However, to find a numerical value for x, we would need to know the value of k, which is not provided in the question. Therefore, the solution is x = 30k.",0.693,70.0,85.0,85.0,85.0,85.0,85.0,70.0,89.28571428571429,1.0,0.9160457258362377
72,"A train leaves Station A traveling towards Station B at 60 mph. At the same time, another train leaves Station B traveling towards Station A at 70 mph. They are 300 miles apart. At what time do the trains meet?","Two trains, A and B, are 300 miles apart on a straight track. Train A leaves Station A at 2:00 PM traveling towards Station B at a constant speed of 60 mph. Simultaneously, Train B leaves Station B at 2:00 PM traveling towards Station A at a constant speed of 70 mph. Assuming a uniform speed for both trains and no external factors such as track changes, stops, or delays, determine the time at which the two trains meet, given that the time is measured in hours and minutes after 2:00 PM.",0.99,90.0,90.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9703043064541751
73,A farmer has some cows and chickens. The total number of legs is 40. How many cows does the farmer own?,"A farmer has a certain number of cows and chickens on a farm with 20 cows and 10 chickens. If each cow has 4 legs and each chicken has 2 legs, how many more cows does the farmer own than chickens?",0.474,70.0,70.0,50.0,50.0,50.0,50.0,70.0,87.14285714285714,1.0,0.8310194334079144
74,"If a rectangle has a perimeter of 20 units, and the length of the rectangle is twice its width plus 3 units, what are the dimensions of the rectangle?","A rectangular garden has a perimeter of 20 units. The length of the garden is 3 units more than twice its width. If the dimensions of the garden can be any real numbers, what are the length and width of the garden?",0.99,90.0,85.0,85.0,85.0,90.0,85.0,95.0,95.0,1.0,0.9585445568000587
75,"A rectangle's length is twice its width. If the perimeter is 20 units, what is the length and how many circles can fit inside?","A rectangle's length is twice its width. If the perimeter is 20 units, find the length and width of the rectangle, and express your answer in terms of a mathematical expression.",0.831,80.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9481593826201905
76,"A train travels from Town A to Town B at an average speed of 60 km/h. If the train returns to Town A at an average speed of 40 km/h, how many hours will the entire round trip take if the distance between the towns is 120 km?","A train travels from Town A to Town B at a constant speed of 60 km/h, covering a distance of 120 km. The return trip from Town B to Town A is made at a constant speed of 40 km/h. Assuming the return trip covers the exact same distance of 120 km and there are no stops, how many hours will the entire round trip take? If the train accelerates uniformly from the starting speed to the ending speed and back, what is the maximum possible time saved on the entire round trip compared to the constant speed assumption?",0.82,85.0,85.0,85.0,85.0,85.0,85.0,70.0,88.57142857142857,1.0,0.9366511273418143
77,"If you have a rectangle with a length that is twice its width, and its perimeter is 30 meters, what is its area in square meters or feet?","A rectangle has a length that is twice its width. Given that its perimeter is 30 meters, find the area of the rectangle in square meters. Additionally, if the rectangle is converted to the United States customary system, what is its area in square feet, assuming 1 meter equals 3.28084 feet?",0.99,90.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9642229123600033
78,"A car travels between two cities, A and B. If the car takes 3 hours to travel from A to B at an average speed of 60 km/h, how long will it take to return from B to A if the return speed is 60 km/h more than the original speed?","A car travels from city A to city B at an average speed of 60 km/h and takes 3 hours. Given that the distance between the two cities is 180 km, what is the time it will take for the car to travel from B to A at a speed of 65 km/h?",0.829,60.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.8799276872656542
79,"Two trains start from the same point, heading towards a common destination, 100 miles apart. One train travels at a constant speed of 30 mph, while the other train accelerates uniformly over the distance. How long will it take for the faster train to reach the destination?","Two trains, A and B, start from the same point and travel towards a common destination 100 miles apart. Train A travels at a constant speed of 30 mph, while train B accelerates uniformly from 20 mph to 40 mph over the distance. Which train reaches the destination first, and how long will it take?",0.983,90.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.958204758085305
80,A rectangular field has a perimeter of 100 meters. Calculate the area of the field.,"A farmer is fencing a rectangular field for a new garden. The farmer has 100 meters of fencing available for the perimeter of the garden. If the farmer wants to maximize the area of the garden, what are the optimal dimensions (length and width) of the rectangular garden?"",
  ""solution"": ""To find the optimal dimensions for the rectangular garden, we need to maximize its area. The area of a rectangle is given by the formula A = length * width. The perimeter of the rectangle is given by the formula P = 2 * (length + width). We are given that P = 100 meters. To maximize the area, we need to express the area in terms of one variable. Let's assume the width of the garden is 'w'. Then, the length can be expressed as (100/2) - w, since the perimeter is 100 meters. Now, we can express the area in terms of 'w': A = w * ((100/2) - w) = 50w - w^2. To maximize the area, we can complete the square or use calculus. By completing the square, we get A = -w^2 + 50w = -(w^2 - 50w) = -(w^2 - 50w + 625) + 625 = -(w - 25)^2 + 625. The area is maximized when the term (w - 25)^2 is zero, which occurs when w = 25. Since the length is (100/2) - w, the optimal length is also 25. Therefore, the optimal dimensions for the rectangular garden are 25 meters by 25 meters, which is a square.",0.833,80.0,90.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9502869838470244
81,"If a car travels at a speed of 60 miles per hour for 2 hours, how far does the car travel if it starts with half a tank of gas?",A car with a constant fuel efficiency of 30 miles per gallon travels at a speed of 60 miles per hour for 2 hours. What is the total distance traveled by the car?,0.827,70.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9196031103347022
82,"If a train travels from City A to City B at 60 miles per hour, and another train travels from City A to City C at 80 miles per hour, how long does it take for the first train to reach City D if both trains start at the same time?","Two trains start at the same time from City A. Train 1 travels towards City B at a constant speed of 60 miles per hour, and Train 2 travels towards City C at a constant speed of 80 miles per hour. If the distance between City A and City B is 240 miles and the distance between City A and City C is 320 miles, how long does it take for Train 1 to reach City D, which is located 120 miles from City B?",0.986,90.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.958204758085305
83,"In a math class, the teacher asks: 'If you double a number, then add 10, the result is 3. What is the number?' Consider all possible scenarios and provide a detailed solution.","A secret code is defined by a simple mathematical operation: first, double a number, then add 10. The result is 18. What is the original number?",0.833,80.0,85.0,85.0,90.0,85.0,85.0,95.0,95.0,1.0,0.9490544297275291
84,"A rectangle has a length that is twice the width, and its perimeter is 36 units. What are the possible dimensions of the rectangle if the width is a prime number?","A rectangle has a length that is twice its width. If the width is a prime number and the perimeter is 36 units, what are the possible dimensions of the rectangle if we allow for a specific range of prime numbers for the width?"",
    ""solution"": ""To solve this problem, let's first express the perimeter equation as \(2(l + w) = 36\), where \(l = 2w\). Substituting \(l\) in the perimeter equation yields \(2(2w + w) = 36\), simplifying to \(6w = 36\), hence \(w = 6\). However, since the width is required to be a prime number, and 6 is not prime, we revisit our approach. Given that the perimeter equation is based on a specific value (36), we can explore the relationship between the prime number width and the perimeter by using inequalities. We know that \(2(2w + w) = 36\), which simplifies to \(6w = 36\). This equation holds true when \(w = 6\), but since we require a prime number, we need to find other primes that could satisfy the equation. Considering the given conditions, we can express the perimeter equation as \(P = 2l + 2w\), where \(l = 2w\), resulting in \(P = 2(2w) + 2w = 6w\). To find the range of possible widths, we can express the perimeter equation as \(6w = 36\), which implies \(w = 6\). However, since 6 is not prime, we should consider the next possible prime numbers. Let's find the smallest prime number that satisfies the condition \(6w \leq 36\). Since \(6 \cdot 6 = 36\), the smallest prime number that satisfies this condition is actually 6 itself. The next prime number that satisfies the condition would be greater than 6, but we can also consider the case where the perimeter is less than 36, allowing for prime widths greater than 6. Considering the condition \(6w < 36\), we can find the largest possible prime width. Dividing both sides of the inequality by 6 gives us \(w < 6\), and the largest prime number less than 6 is 5. Therefore, the possible dimensions of the rectangle are (length, width) = (10, 5) for the smallest prime width and (10, 6) is not valid as 6 is not prime, but (length, width) = (10, 5) is a valid solution for the largest prime width. However, if we consider the condition \(6w = 36\), we find that the only solution is (length, width) = (10, 6) is not valid, but (length, width) = (10, 6) / 2 = (5, 3) is also not a valid solution as 3 is prime but it is not the solution to \(6w = 36\). However, if we allow for a range of prime numbers, then the possible dimensions of the rectangle are (length, width) = (10, 5), (length, width) = (10, 3) and (length, width) = (5, 3).",0.45,90.0,50.0,65.0,50.0,50.0,50.0,70.0,82.14285714285714,1.0,0.7652948547851764
85,"A rectangle has a length that is twice its width, and the perimeter of the rectangle is known. What is the rectangle's area in square units?","A rectangle has a length that is twice its width. If the perimeter of the rectangle is 96 units, what is its area in square units?",0.99,90.0,90.0,90.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9807126791906836
86,A rectangle has a length that is twice its width. What is the perimeter of the rectangle if the area is 50 square units?,"A rectangle has a length that is twice its width. Given that the area of the rectangle is 50 square units, find the exact width and length of the rectangle. Express your answer as a pair of values, ensuring that the length is twice the width."",
    ""solution"": ""To find the exact width and length, let's define the width as \(w\) and the length as \(2w\). The area equation becomes \(w \times 2w = 50\), or \(2w^2 = 50\), simplifying to \(w^2 = 25\). Solving for \(w\), we get \(w = \pm 5\). However, since the width cannot be negative, we discard the negative solution, leaving us with \(w = 5\). Therefore, the width is 5 units and the length is \(2w = 10\) units.",0.829,90.0,85.0,70.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9168109669192297
87,"A rectangle has a width that is double its height. If the area of the rectangle is unknown, calculate its perimeter and the width.","A rectangular garden has a width that is double its length, and its area is 48 square meters. Find the width and the length of the garden.",0.83,70.0,85.0,85.0,90.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9150163414401202
88,"A farmer has a rectangular field, and he wants to plant 200 trees around the edge. If one side of the field is twice as long as the other, how many trees need to be planted on the longer side?","A farmer has a rectangular field with a perimeter of 240 meters. If one side of the field is twice as long as the other, and the farmer wants to plant 200 trees along the edges of the field, with trees spaced 3 meters apart, how many trees should be planted on the longer side?",0.83,80.0,90.0,85.0,90.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9485808510541727
89,"If a car travels from Town A to Town B at 60 km/h and returns at 40 km/h, what is the average speed for the entire journey?","A car travels from Town A to Town B at a speed of 60 km/h and returns at a speed of 40 km/h. If the distance between Town A and Town B is 240 km, what is the average speed for the entire round trip, assuming the car does not stop at any point during the journey?",0.99,90.0,90.0,90.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9807126791906836
90,"A rectangle and a triangle have the same area, and the rectangle's length is double its width. If the perimeter of the triangle is the same as the perimeter of the rectangle, find the dimensions of the rectangle.","A right-angled triangle and a rectangle have the same area and perimeter. The rectangle's length is exactly twice its width. Given that the triangle's base is 6 cm, find the dimensions of the rectangle and the length of the triangle's corresponding altitude.",0.823,70.0,85.0,85.0,85.0,85.0,85.0,85.0,90.0,1.0,0.9366511273418143
91,"A train travels from City A to City B, a distance of 180 miles, at a speed of 60 mph. If the train stops for 15 minutes every hour, how long does the entire journey take?","A train travels from City A to City B, a distance of 180 miles, at a constant speed of 60 mph. However, it has a unique operational characteristic: for every hour of travel, the train travels at 60 mph for 45 minutes and stops for 15 minutes. How long does the entire journey take, considering the train's speed and stop time?",0.989,90.0,90.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9703043064541751
92,"A rectangle has a perimeter of X meters, where X is an integer. If the length and the width of the rectangle are both integers, find the area of the rectangle.","A rectangular farm has a perimeter of 160 meters, where the perimeter is given by the formula $2(l + w) = X$. If the length and the width of the farm are both integers and the area is to be maximized, find the dimensions of the rectangle and its maximum area."",
    ""solution"": ""Given the perimeter $2(l + w) = 160$, we can simplify the equation to $l + w = 80$. To maximize the area, we need to express the area in terms of one variable. Let's solve for $l$ in terms of $w$: $l = 80 - w$. The area of the rectangle is given by $A = lw$. Substituting $l = 80 - w$, we get $A = (80 - w)w = 80w - w^2$. To maximize the area, we need to find the vertex of the parabola given by $A = -w^2 + 80w$. The x-coordinate of the vertex of a parabola given by $ax^2 + bx + c$ is $x = -\frac{b}{2a}$. In our case, $a = -1$ and $b = 80$, so the x-coordinate of the vertex is $w = -\frac{80}{2(-1)} = 40$. Substituting $w = 40$ into $l = 80 - w$, we get $l = 80 - 40 = 40$. Therefore, the dimensions of the rectangle that maximize the area are $l = 40$ meters and $w = 40$ meters, and the maximum area is $A = 40 \cdot 40 = 1600$ square meters.",0.831,80.0,90.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9502869838470244
93,"A rectangle has a length that is twice its width. If the area of the rectangle is 50 square units, what is the perimeter? Assume the width is not greater than 5 units.","In a rectangle, the length is exactly twice the width. Given that the area is 50 square units, find the perimeter. Note that the width is a positive value less than or equal to 5 units. Determine the exact value of the perimeter, considering the given constraints."",
    ""solution"": ""To find the perimeter, we start by expressing the relationship between the length and width. Let's denote the width as \( w \) units. Since the length is twice the width, the length is \( 2w \) units. The area of a rectangle is given by the product of its length and width, so we have \( w \times 2w = 50 \). This simplifies to \( 2w^2 = 50 \), and further simplification yields \( w^2 = 25 \). Taking the square root of both sides, we get \( w = 5 \) (since width is a positive value). With the width known, we can calculate the length as \( 2w = 2 \times 5 = 10 \) units. The perimeter of a rectangle is calculated using the formula \( 2 \times (length + width) \), which in this case is \( 2 \times (10 + 5) = 2 \times 15 = 30 \) units.",0.986,90.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.958204758085305
94,"A train leaves Station A traveling towards Station B at a speed of \(v\) km/h. Another train leaves Station B at the same time heading towards Station A at a speed of \(2v\) km/h. If the distance between Station A and Station B is \(d\) km, how long after they start will the trains meet if there is a time zone difference of 1 hour between the stations?","Two trains, A and B, are 3000 km apart. Train A travels from Station A towards Station B at a speed of \(v\) km/h. Train B travels from Station B towards Station A at a speed of \(2v\) km/h. If the two stations are in different time zones, with Station A being 1 hour ahead of Station B, what is the time difference between the moment the two trains start and the moment they meet?"",
    ""solution"": ""To solve this problem, we need to consider the relative speed of the two trains. Since they are moving towards each other, their relative speed is the sum of their individual speeds, which is \(v + 2v = 3v\) km/h. The time it takes for the trains to meet can be calculated using the formula \(time = \frac{distance}{relative\ speed}\). Therefore, the time it takes for the trains to meet is \(t = \frac{3000}{3v}\) hours. However, we need to account for the 1-hour time difference between the two stations. Since Station A is 1 hour ahead of Station B, the time at which the trains meet will be 1 hour later at Station B. Therefore, the total time from the start is \(t + 1\) hours.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,90.0,92.14285714285714,1.0,0.973865473882906
95,"A rectangle is painted on a wall. The length of the rectangle is twice its width, and the perimeter is 30 meters. What is the area of the wall?",A rectangular wall has a perimeter of 30 meters. The length of the wall is 3 times its width. Find the area of the rectangular wall.,0.83,80.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.9514087342096225
96,"A store sells apples in bags. If a bag can hold up to 10 apples, how many apples are in 5 bags?","A store sells apples in bags that are always filled to their maximum capacity of 10 apples each. If the store has 5 bags of apples, what is the total number of apples in the bags?",0.834,80.0,85.0,85.0,90.0,90.0,85.0,95.0,95.71428571428571,1.0,0.9481593826201905
97,"If the sum of a number and its square is equal to 20, and the number is an even integer, what could the number possibly be?","Determine the exact even integer value of a number such that its sum with its square is equal to 20, and justify your reasoning."",
    ""solution"": ""To solve the equation \(x + x^2 = 20\), we need to reorganize it as a quadratic equation \(x^2 + x - 20 = 0\). Then, we can apply the quadratic formula \(x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}\) where \(a = 1\), \(b = 1\), and \(c = -20\). Substituting these values, we get \(x = \frac{-1 \pm \sqrt{1 + 80}}{2}\), which simplifies to \(x = \frac{-1 \pm \sqrt{81}}{2}\). Since \(\sqrt{81} = 9\), the solutions are \(x = \frac{-1 + 9}{2} = 4\) and \(x = \frac{-1 - 9}{2} = -5\). Since the problem specifies that the number must be an even integer, only \(x = 4\) is valid. Thus, the exact even integer value of the number is 4.",0.986,90.0,85.0,85.0,85.0,85.0,85.0,90.0,92.85714285714286,1.0,0.973865473882906
98,"A rectangular garden is twice as long as it is wide. If the area of the garden is 50 square meters, what are the dimensions of the garden?","In a rectangular garden, the length is exactly twice the width. If the area of the garden is 50 square meters and both the width and length are integers, find the dimensions of the garden."",
  ""solution"": ""To solve this problem, let's represent the width as \( w \) and the length as \( 2w \). The area of a rectangle is given by the formula \( A = w \times l \), where \( A \) is the area, \( w \) is the width, and \( l \) is the length. Given that the area is 50 square meters, we can set up the equation \( w \times 2w = 50 \), which simplifies to \( 2w^2 = 50 \). Solving for \( w \), we divide both sides by 2, giving \( w^2 = 25 \). Taking the square root of both sides, we get \( w = \sqrt{25} \), which equals 5. Since we're looking for integer dimensions, this is a valid solution. The length is twice the width, so the length is \( 2 \times 5 = 10 \) meters. Therefore, the dimensions of the garden are 5 meters wide and 10 meters long.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
99,"If a train travels at a constant speed of 's' miles per hour for two intervals, first for 3 hours during a storm and then during good weather, covering twice the distance, how long does the whole trip take?","A train travels at a constant speed of's' miles per hour during the first 3 hours of a storm. During the good weather, it travels at a constant speed of 't' miles per hour. If the distance covered during the good weather is twice the distance covered during the storm, what is the total time taken for the entire trip?",0.827,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9514087342096225
