question_id,original_question,improved_question,quality_score,remembering_score,understanding_score,applying_score,analyzing_score,evaluating_score,creating_score,language_score,average_confidence,pass_rate,agent_agreement
46,"If a car travels at 60 kilometers per hour, how long does it take to travel 120 kilometers or 80 kilometers?",A car travels at a constant speed of 60 kilometers per hour. Calculate the time it takes for the car to travel 120 kilometers and then compare this time with the time it takes to travel 80 kilometers.,0.99,90.0,85.0,85.0,85.0,90.0,85.0,95.0,95.0,1.0,0.9585445568000587
47,"A farmer is dividing apples. If twice the number of apples plus 3 apples equals 10 apples, how many apples does each of the farmer's 3 bags contain?","A farmer has 10 apples and wants to divide them into 3 bags such that each bag contains an equal number of apples. If the number of apples in one bag is twice the number of apples in another bag plus 3, how many apples does each bag contain?",0.589,60.0,85.0,75.0,85.0,85.0,85.0,70.0,87.14285714285714,1.0,0.8817972593878429
48,A train travels from Station A to Station B at a speed of 60 km/h. Another train departs 30 minutes later from Station B to Station A at a speed of 80 km/h. At what point do the two trains meet?,"A train travels from Station A to Station B at a speed of 60 km/h. Another train departs 30 minutes (0.5 hours) later from Station B to Station A at a speed of 80 km/h. The distance between Station A and Station B is 200 km. At what point do the two trains meet, and after how many hours from the departure of the first train?"",
  ""solution"": ""Let's denote the meeting point as \( P \) and the time it takes for the trains to meet as \( t \) hours after the departure of the first train. The first train travels \( 60t \) km in \( t \) hours, and the second train travels \( 80(t - 0.5) \) km in \( t - 0.5 \) hours. Since they meet at point \( P \), the sum of the distances traveled by both trains equals the total distance between the stations. Thus, we have the equation \( 60t + 80(t - 0.5) = 200 \). Solving this equation will give us the value of \( t \), and subsequently, the distance from Station A to point \( P \).",0.989,90.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.960492100922852
49,"If 3x + 4 equals 12, what is y?","Given the equation \(3x + 4 = 12\), find the value of \(x\). Then, use the value of \(x\) to determine the value of \(y\) such that \(y = 2x - 3\)."",
  ""solution"": ""1. Solve the equation \(3x + 4 = 12\) for \(x\).\n   \(3x = 12 - 4\)\n   \(3x = 8\)\n   \(x = \frac{8}{3}\)\n2. Substitute the value of \(x\) into the equation \(y = 2x - 3\).\n   \(y = 2 \left(\frac{8}{3}\right) - 3\)\n   \(y = \frac{16}{3} - 3\)\n   \(y = \frac{16}{3} - \frac{9}{3}\)\n   \(y = \frac{7}{3}\",0.827,70.0,85.0,85.0,90.0,90.0,85.0,85.0,92.14285714285714,1.0,0.9261203568891412
50,"A train leaves Station A heading towards Station B at a speed of 60 km/h. At the same time, another train leaves Station B heading towards Station A at a speed of 40 km/h. If the distance between Station A and Station B is increased by 20 km, when will the trains meet?","Two trains start simultaneously from stations A and B, 100 km apart. Train A travels at 60 km/h towards B, and Train B travels at 40 km/h towards A. Suddenly, the distance between A and B is increased by 20 km to a new distance of 120 km. What time does it take for the trains to meet after this increase?"",
  ""solution"": ""Let's denote the time it takes for the trains to meet after the increase as \( t \) hours. The distance covered by Train A in \( t \) hours is \( 60t \) km, and the distance covered by Train B in \( t \) hours is \( 40t \) km. Since the new distance between A and B is 120 km, we can set up the equation: \( 60t + 40t = 120 \). Solving for \( t \), we get \( t = \frac{120}{100} = 1.2 \) hours. Therefore, the trains will meet 1.2 hours after the distance increase.",0.83,80.0,85.0,85.0,85.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9490544297275291
51,"A rectangular garden has a length that is twice its width, and its perimeter is 50 meters. How many meters is the area of the garden if it has 4 equal sides?","A rectangular garden has a length that is twice its width. If the perimeter of the garden is 50 meters, what is the area of the garden?"",
  ""solution"": ""Let the width of the garden be \( w \) meters. Then the length is \( 2w \) meters. The perimeter of a rectangle is given by \( 2 \times (length + width) \). Therefore, we have the equation: \( 2 \times (2w + w) = 50 \). Solving for \( w \), we get \( 6w = 50 \), so \( w = \frac{50}{6} \) meters. The length \( 2w \) is \( \frac{100}{6} \) meters. The area of the garden is \( width \times length = \frac{50}{6} \times \frac{100}{6} = \frac{5000}{36} \) square meters, which simplifies to approximately 138.89 square meters.",0.99,90.0,85.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.960492100922852
52,Alex has a box of chocolates. He eats some and then he has twice as many left as he ate. How many chocolates did he originally have?,"Alex has a box of chocolates. If he eats 3 chocolates, he will have twice as many left as he ate. How many chocolates did he originally have?"",
    ""solution"": ""Let \( x \) be the original number of chocolates. After eating 3 chocolates, Alex has \( x - 3 \) chocolates left. According to the problem, this is twice the number of chocolates he ate, so we can set up the equation \( x - 3 = 2 \times 3 \). Solving for \( x \), we get \( x = 9 \). Therefore, Alex originally had 9 chocolates.",0.831,80.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9481593826201905
53,"If the sum of three numbers is 45, and two of the numbers are equal while the third number is unknown, what are the numbers?","If the sum of three numbers is 45, and two of the numbers are equal, find all possible sets of numbers. Assume the two equal numbers are x and the third number is y. Write the equation and solve for x and y. The values of x and y must be integers.",0.829,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9514087342096225
54,"Two trains leave different stations at the same time heading toward each other. If one train travels at 50 miles per hour and the other travels at 70 kilometers per hour, how far apart are the stations?","Two trains leave different stations at the same time, traveling towards each other. One train travels at a constant speed of 50 miles per hour, while the other travels at 70 kilometers per hour. If they meet after 2 hours, how far apart are the stations?",0.833,80.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9485808510541727
55,"A rectangle has an area of \(50\) square units. If the length is twice the width, what is the perimeter, assuming the rectangle is also a perfect square?","A rectangle has an area of 50 square units. If the length is twice the width, what is the perimeter? However, there's a twist: the rectangle is also a perfect square. Can you determine the dimensions and the perimeter under these conditions?"",
    ""solution"": ""Since the rectangle is also a perfect square, the length and width must be equal. Let's denote the side of the square as \(s\). Given the area is 50 square units, we have \(s^2 = 50\). Solving for \(s\), we get \(s = \sqrt{50} = 5\sqrt{2}\). The length \(L\) is twice the width \(W\), so \(L = 2W = 10\sqrt{2}\). The perimeter \(P\) of a rectangle is given by \(P = 2L + 2W\). Substituting \(L\) and \(W\), we get \(P = 2(10\sqrt{2}) + 2(5\sqrt{2}) = 20\sqrt{2} + 10\sqrt{2} = 30\sqrt{2}\).",0.463,100.0,50.0,50.0,50.0,50.0,50.0,70.0,88.57142857142857,1.0,0.7045315798573606
56,"A rectangle has a length that is twice as long as its width, and its area is greater than 20 square units. What is the perimeter of the rectangle?","A rectangle has a length that is twice its width, and its area is 30 square units. Determine the perimeter of the rectangle."",
  ""solution"": ""Let the width of the rectangle be \( w \). Then the length is \( 2w \). The area of the rectangle is given by \( \text{Area} = \text{length} \times \text{width} = 2w \times w = 30 \). Solving for \( w \), we get \( w^2 = 15 \), so \( w = \sqrt{15} \). The length is \( 2w = 2\sqrt{15} \). The perimeter \( P \) of the rectangle is given by \( P = 2(\text{length} + \text{width}) = 2(2\sqrt{15} + \sqrt{15}) = 6\sqrt{15} \).",0.83,80.0,85.0,85.0,90.0,90.0,85.0,85.0,93.57142857142857,1.0,0.9627322003750035
57,"If a train travels at 60 miles per hour and leaves Station A at the same time another train leaves Station B, which is 120 miles away from Station A, at 80 miles per hour, when will they meet?","Two trains start simultaneously from Station A and Station B, which are 120 miles apart. Train A travels at 60 miles per hour, while Train B travels at 80 miles per hour. Determine the time it takes for the two trains to meet if Train A is traveling towards Train B, and Train B is traveling away from Train B. Provide your answer in hours and minutes."",
  ""solution"": ""Let \( t \) be the time in hours it takes for the two trains to meet. Since Train A is traveling towards Train B, their relative speed is \( 60 + 80 = 140 \) miles per hour. The distance they need to cover to meet is 120 miles. Using the formula \( \text{distance} = \text{speed} \times \text{time} \), we have \( 120 = 140t \). Solving for \( t \), we get \( t = \frac{120}{140} = \frac{6}{7} \) hours. Converting \( \frac{6}{7} \) hours to hours and minutes, \( \frac{6}{7} \) hours is approximately 0.857 hours, which is 0.857 × 60 = 51.428 minutes. Thus, the two trains will meet after approximately 0.857 hours, or 0 hours and 51 minutes.",0.827,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9514087342096225
58,A rectangle has a perimeter of 40 units. Find the area of the rectangle if the length of one side is twice another side's length.,"A rectangle has a perimeter of 40 units. If the length of one side is twice the length of another side, what is the area of the rectangle? Assume the longer side is considered as the length."",
    ""solution"": ""Let the shorter side be \( x \) units. Then, the longer side is \( 2x \) units. The perimeter of the rectangle is given by \( 2(\text{length} + \text{width}) = 40 \). Thus, \( 2(x + 2x) = 40 \). Solving for \( x \), we get \( x = 6 \) units. Therefore, the area of the rectangle is \( x \times 2x = 6 \times 12 = 72 \) square units.",0.987,90.0,85.0,85.0,90.0,90.0,85.0,85.0,93.57142857142857,1.0,0.971605724466084
59,"A train travels from city A to city B in 2 hours, and the distance between the cities is 120 miles, but the actual speed of the train is exactly double the speed given. How fast is the train going?","A train travels from city A to city B in 2 hours. The distance between the cities is 120 miles. However, it is given that the train's speed is exactly double the speed it would have traveled if it were on a different schedule. If the train were to travel at the same distance and time on a different schedule, what would its speed be?",0.824,80.0,85.0,85.0,85.0,85.0,85.0,85.0,90.71428571428571,1.0,0.9792416123492951
60,"A rectangle has a length that is twice as long as its width and has an area of 50 square units. What is the width of the rectangle if its perimeter is either greater than, less than, or equal to 10 units?","A rectangle has a length that is twice as long as its width. The area of the rectangle is 50 square units. Determine the width of the rectangle if its perimeter is either greater than, less than, or equal to 10 units. Provide the width for each case."",
  ""solution"": ""First, let's denote the width of the rectangle as \( w \). Given that the length is twice the width, we can denote the length as \( 2w \). The area of the rectangle is given by the formula \( \text{Area} = \text{length} \times \text{width} \). Therefore, we have the equation \( 2w \times w = 50 \), which simplifies to \( 2w^2 = 50 \). Solving for \( w \), we get \( w = \sqrt{\frac{50}{2}} = \sqrt{25} = 5 \). The length \( l \) is then \( 2 \times 5 = 10 \). The perimeter of a rectangle is given by \( P = 2(\text{length} + \text{width}) \). Therefore, the perimeter is \( P = 2(10 + 5) = 30 \). Now, let's evaluate the given conditions for the perimeter: \n1. If the perimeter is greater than 10 units: Since the perimeter is 30, this condition is satisfied. \n2. If the perimeter is less than 10 units: This condition is not satisfied because the perimeter is 30. \n3. If the perimeter is equal to 10 units: This condition is not satisfied because the perimeter is 30. Therefore, the width of the rectangle is 5 units only if the perimeter is greater than 10 units.",0.463,95.0,50.0,50.0,60.0,70.0,50.0,70.0,88.57142857142857,1.0,0.759540061134464
61,"A train leaves station A traveling at 60 km/h. Another train leaves station B traveling at 45 km/h towards station A. If stations A and B are 120 km apart, how long does it take for the trains to meet? Assume both trains start at the same time and meet where they intersect.","Two trains depart from stations A and B at the same time. Train A travels at a constant speed of 60 km/h, while Train B travels at a constant speed of 45 km/h towards station A. The distance between stations A and B is 120 km. Assuming both trains start at the same time and travel on the same track, how long does it take for the trains to meet? Consider the point of meeting as the first point where they come into contact with each other.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
62,"If a car travels at a speed of 60 km/h and the journey takes 2 hours, how far does it travel if it stops midway for an indefinite period?","A car travels at a constant speed of 60 km/h for 2 hours. However, during the trip, the car stops for a period of time. The total time spent in motion is 1 hour and 45 minutes. How far does the car travel?",0.83,80.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.9514087342096225
63,"A train travels from City A to City B, which are 150 miles apart. If the train leaves City A at 10:00 AM and arrives at City B at the same time, how fast is the train traveling?","A train travels from City A to City B, which are 150 miles apart. If the train leaves City A at 10:00 AM and arrives at City B at 10:10 AM, how fast is the train traveling?",0.829,80.0,85.0,85.0,90.0,90.0,85.0,85.0,92.85714285714286,1.0,0.9627322003750035
64,"If a rectangle has a perimeter of 40 units, and the area is twice the length of one of its sides, find the possible dimensions of the rectangle.","A rectangle has a perimeter of 40 units and an area that is twice the length of its longer side. Find the possible dimensions of the rectangle."",
  ""solution"": ""Let the length of the rectangle be \( l \) and the width be \( w \). Given that the perimeter is 40 units, we have the equation \( 2l + 2w = 40 \). Simplifying this, we get \( l + w = 20 \). The area of the rectangle is given as \( l \times w \), and it is twice the length of the longer side, so \( l \times w = 2l \) if \( l \) is the longer side, or \( l \times w = 2w \) if \( w \) is the longer side. Solving these equations along with \( l + w = 20 \) gives the possible dimensions of the rectangle.",0.519,90.0,70.0,70.0,85.0,85.0,70.0,75.0,87.85714285714286,1.0,0.8978391860031188
65,"A train travels from City A to City B. If the train travels at a constant speed of 60 mph, how long does it take to reach City B if City B is 120 miles away, assuming the train leaves at 7 AM?","A train travels at a constant speed of 60 miles per hour. How long does it take for the train to travel 120 miles, assuming no stops and constant speed throughout the journey?",0.701,80.0,85.0,70.0,90.0,90.0,85.0,100.0,93.57142857142857,1.0,0.8993079502200452
66,"A rectangle has a perimeter of 20 units. If the length is increased by 3 units and the width is decreased by 2 units, what is the area of the rectangle?","A rectangle has a perimeter of 20 units. The length is increased by 3 units, and the width is decreased by 2 units. What is the new area of the rectangle? Assume the original length (L) and width (W) satisfy the equation 2L + 2W = 20.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
67,"A rectangle has a length that is twice its width, and its area is 50 square units. Find the length and width.","A rectangle has a length that is twice its width. The area of the rectangle is 50 square units. What are the dimensions of the rectangle in terms of a positive integer value for the width?"",
  ""solution"": ""Let \( w \) represent the width of the rectangle. Since the length is twice the width, the length can be represented as \( 2w \). The area of the rectangle is given by the product of its length and width, which is \( w \times 2w = 2w^2 \). Given that the area is 50 square units, we have the equation \( 2w^2 = 50 \). Solving for \( w^2 \), we get \( w^2 = 25 \). Taking the positive square root (since width must be positive), we find \( w = 5 \). Therefore, the width is 5 units, and the length, being twice the width, is \( 2 \times 5 = 10 \) units.",0.699,90.0,65.0,65.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.8658152759580846
68,"A rectangle has a width that is 3 times its length. If the perimeter of the rectangle is decreased by 10 units, what is the new width?","A rectangle has a width that is 3 times its length. If the original perimeter of the rectangle is 52 units, and the perimeter is decreased by 10 units, what is the new width?"",
    ""solution"": ""Let the length of the rectangle be \( l \) and the width be \( w = 3l \). The original perimeter is given by \( 2l + 2w = 52 \). Substituting \( w = 3l \) into the perimeter equation gives \( 2l + 2(3l) = 52 \), which simplifies to \( 8l = 52 \). Solving for \( l \), we get \( l = 6.5 \). The width \( w \) is \( 3 \times 6.5 = 19.5 \). After the perimeter is decreased by 10 units, the new perimeter is \( 52 - 10 = 42 \) units. Using the new perimeter and the width, we solve for the new length \( l' \) and width \( w' \). Since the width is still 3 times the length, we have \( 2l' + 2(3l') = 42 \), which simplifies to \( 8l' = 42 \). Solving for \( l' \), we get \( l' = 5.25 \). Thus, the new width \( w' \) is \( 3 \times 5.25 = 15.75 \) units.",0.989,90.0,85.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.971605724466084
69,"A rectangular field has a length that is twice its width. If the perimeter is 60 meters, what is the area of the field in square meters, assuming the field is used to plant either corn, wheat, or both?","A rectangular field has a length that is twice its width. If the perimeter of the field is 60 meters, what is the area of the field in square meters?"",
    ""solution"": ""Let the width of the rectangle be \( w \) meters. Then, the length \( l \) is \( 2w \) meters. The perimeter \( P \) of a rectangle is given by \( P = 2(l + w) \). Substituting the given values, we have \( 60 = 2(2w + w) \). Solving for \( w \), we get \( 60 = 6w \) so \( w = 10 \) meters. The length \( l \) is \( 2 \times 10 = 20 \) meters. The area \( A \) of the rectangle is \( A = l \times w = 20 \times 10 = 200 \) square meters.",0.99,90.0,85.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.960492100922852
70,A train travels at a speed of 60 miles per hour in a northerly direction for an hour and then travels east for a while. How far has the train traveled?,"A train travels at a constant speed of 60 miles per hour in a northerly direction for 1 hour. Then, the train turns and travels eastward for 3 hours at a constant speed of 50 miles per hour. What is the total distance traveled by the train?",0.831,80.0,90.0,90.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9533523848412376
71,"Calculate the value of x for the financial gain in a business model where profits are dependent entirely on the weather, which is given as a random integer between 1 and 50. Assume the variable changes when sales figures, unrelated to the weather, fluctuate between -100 and 100.","A company's profit (P) depends on both the weather (W) and sales figures (S). The weather is represented as a random integer between 1 and 50, and sales figures fluctuate between -100 and 100. The profit is calculated using the formula: P = (W * 0.02) + (S * 0.005). Determine the value of 'x' such that the company's profit is maximized when the weather is at its highest and sales figures are at their highest.",0.826,70.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9196031103347022
72,"A train leaves Station A traveling towards Station B at 60 mph. At the same time, another train leaves Station B traveling towards Station A at 70 mph. They are 300 miles apart. At what time do the trains meet?","Two trains depart simultaneously from Station A and Station B, which are 300 miles apart. Train A travels at a constant speed of 60 mph, and Train B travels at a constant speed of 70 mph. What is the time in hours it takes for the two trains to meet?",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
73,A farmer has some cows and chickens. The total number of legs is 40. How many cows does the farmer own?,"A farmer has a total of 20 animals, including cows and chickens. The total number of legs is 80. How many cows does the farmer own?"",
    ""solution"": ""Let \( c \) be the number of cows and \( h \) be the number of chickens. We have two equations: \( c + h = 20 \) and \( 4c + 2h = 80 \). Solving these equations simultaneously, we subtract the first equation from the second to get \( 2c = 60 \), which gives \( c = 30 \). However, this result is not possible since it exceeds the total number of animals. Thus, we must have made an error in our subtraction. Re-evaluating, we realize that we should subtract \( 2h \) from \( 4c \) to get \( 2c - 2h = 60 \), leading to \( c - h = 30 \). Adding this to \( c + h = 20 \) gives \( 2c = 50 \), so \( c = 25 \). Therefore, the farmer owns 25 cows.",0.694,70.0,85.0,85.0,85.0,85.0,85.0,65.0,90.0,1.0,0.8997770342828408
74,"If a rectangle has a perimeter of 20 units, and the length of the rectangle is twice its width plus 3 units, what are the dimensions of the rectangle?","A rectangle has a perimeter of 20 units. The length of the rectangle is twice its width plus 3 units. If the dimensions of the rectangle must be whole numbers, determine the possible dimensions of the rectangle.",0.983,90.0,85.0,85.0,85.0,85.0,85.0,85.0,91.42857142857143,1.0,0.9795875854768068
75,"A rectangle's length is twice its width. If the perimeter is 20 units, what is the length and how many circles can fit inside?","A rectangle has a length that is twice its width. If the perimeter of the rectangle is 20 units, determine the length and width of the rectangle. Additionally, if the rectangle is to be filled with circles of radius 1 unit, calculate how many circles can fit inside the rectangle, assuming the circles are arranged in a grid pattern. "",
  ""solution"": ""1. Let the width of the rectangle be \( w \) units. Then, the length is \( 2w \) units. The perimeter of a rectangle is given by \( 2 \times (length + width) \). So, we have the equation \( 2 \times (2w + w) = 20 \).\n2. Solving for \( w \), we get \( 6w = 20 \), thus \( w = \frac{20}{6} = \frac{10}{3} \) units.\n3. The length \( l \) is \( 2w = 2 \times \frac{10}{3} = \frac{20}{3} \) units.\n4. To find how many circles of radius 1 unit can fit inside the rectangle, consider the area of the rectangle and the area of one circle. The area of the rectangle is \( l \times w = \frac{20}{3} \times \frac{10}{3} = \frac{200}{9} \) square units. The area of one circle is \( \pi \times (1)^2 = \pi \) square units.\n5. The number of circles that can fit inside the rectangle is \( \frac{\text{Area of rectangle}}{\text{Area of one circle}} = \frac{\frac{200}{9}}{\pi} \).",0.826,90.0,85.0,85.0,85.0,85.0,85.0,75.0,91.42857142857143,1.0,0.9505851534335144
76,"A train travels from Town A to Town B at an average speed of 60 km/h. If the train returns to Town A at an average speed of 40 km/h, how many hours will the entire round trip take if the distance between the towns is 120 km?","A train travels from Town A to Town B, a distance of 120 km, at an average speed of 60 km/h. It then returns to Town A at an average speed of 40 km/h. Assuming both trips are made under uniform conditions without stops, calculate the total time taken for the entire round trip.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
77,"If you have a rectangle with a length that is twice its width, and its perimeter is 30 meters, what is its area in square meters or feet?","You are given a rectangle where the length is twice its width. If the perimeter of the rectangle is 30 meters, determine the area of the rectangle. You may choose to express your answer in either square meters or square feet. Provide a conversion factor between meters and feet if necessary."",
  ""solution"": ""Let the width of the rectangle be \( w \) meters. Then the length is \( 2w \) meters. The perimeter \( P \) of a rectangle is given by \( P = 2(l + w) \). Given \( P = 30 \) meters, we have \( 2(2w + w) = 30 \), which simplifies to \( 6w = 30 \). Solving for \( w \), we find \( w = 5 \) meters. The length \( l \) is \( 2w = 10 \) meters. The area \( A \) of the rectangle is \( A = l \times w = 10 \times 5 = 50 \) square meters. To convert this to square feet, use the conversion factor \( 1 \text{ square meter} = 10.7639 \text{ square feet} \). Thus, the area in square feet is \( 50 \times 10.7639 = 538.195 \) square feet.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,85.0,93.57142857142857,1.0,0.9795875854768068
78,"A car travels between two cities, A and B. If the car takes 3 hours to travel from A to B at an average speed of 60 km/h, how long will it take to return from B to A if the return speed is 60 km/h more than the original speed?","A car travels between two cities, A and B, with a known distance of 300 km between them. If the car takes 3 hours to travel from A to B at an average speed of 60 km/h, how long will it take to return from B to A if the return speed is 60 km/h more than the original speed?",0.829,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9514087342096225
79,"Two trains start from the same point, heading towards a common destination, 100 miles apart. One train travels at a constant speed of 30 mph, while the other train accelerates uniformly over the distance. How long will it take for the faster train to reach the destination?","Two trains start simultaneously from the same point, heading towards a common destination 100 miles away. The first train travels at a constant speed of 30 mph, while the second train accelerates uniformly from rest to a final speed of 40 mph over the distance. Determine the time it takes for the first train to reach the destination.",0.826,80.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9514087342096225
80,A rectangular field has a perimeter of 100 meters. Calculate the area of the field.,"A rectangular field has a perimeter of 100 meters. The length of the field is twice the width. Calculate the area of the field."",
    ""solution"": ""Let the width of the rectangle be \( w \) meters. Then, the length \( l \) is \( 2w \) meters. The perimeter \( P \) of a rectangle is given by \( P = 2(l + w) \). Given \( P = 100 \) meters, we have \( 2(2w + w) = 100 \). Solving for \( w \), we get \( 6w = 100 \), so \( w = \frac{100}{6} \approx 16.67 \) meters. Therefore, the length \( l = 2w = 33.33 \) meters. The area \( A \) of the rectangle is given by \( A = l \times w = 33.33 \times 16.67 \approx 555.56 \) square meters.",0.989,90.0,90.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.9718365722346524
81,"If a car travels at a speed of 60 miles per hour for 2 hours, how far does the car travel if it starts with half a tank of gas?","A car travels at a constant speed of 60 miles per hour for 2 hours. If the car's fuel tank holds 15 gallons and the car consumes 1 gallon of fuel per hour, how far can the car travel before it runs out of gas?",0.829,70.0,85.0,85.0,85.0,85.0,85.0,100.0,92.85714285714286,1.0,0.9056725028544385
82,"If a train travels from City A to City B at 60 miles per hour, and another train travels from City A to City C at 80 miles per hour, how long does it take for the first train to reach City D if both trains start at the same time?","Two trains start simultaneously from City A. Train A travels to City B at a constant speed of 60 mph, while Train B travels to City C at a constant speed of 80 mph. City D is located 200 miles directly east of City A on the same straight line as City B. If both trains travel along this straight line, how long does it take for Train A to reach City D?"",
  ""solution"": ""Let's denote the distance from City A to City B as \( D_{AB} \) and the distance from City A to City D as \( D_{AD} \). Given that \( D_{AD} = 200 \) miles and Train A's speed is 60 mph, we can calculate the time it takes for Train A to reach City D using the formula: \( \text{Time} = \frac{\text{Distance}}{\text{Speed}} \). Therefore, the time taken by Train A to reach City D is \( \frac{200 \text{ miles}}{60 \text{ mph}} = \frac{10}{3} \text{ hours} \) or approximately 3 hours and 20 minutes.",0.829,70.0,85.0,85.0,85.0,85.0,85.0,100.0,92.85714285714286,1.0,0.9056725028544385
83,"In a math class, the teacher asks: 'If you double a number, then add 10, the result is 3. What is the number?' Consider all possible scenarios and provide a detailed solution.","The teacher asks: 'If you double a number and then add 10, the result is 3. What is the number?' Consider all possible scenarios and provide a detailed solution."",
    ""solution"": ""Let's denote the number as \( x \). The problem can be translated into the equation \( 2x + 10 = 3 \). Solving this equation gives \( x = -3.5 \). However, the phrase 'consider all possible scenarios' suggests we explore different interpretations. One scenario could be considering complex numbers, but since the problem likely intends standard real numbers, we'll focus on that. The solution is \( x = -3.5 \), but let's also consider the possibility of the teacher's question being a trick question, asking for the number before doubling and adding 10, which would be \( x = -4 \). This interpretation adds a layer of challenge to the problem.",0.521,95.0,85.0,65.0,65.0,65.0,65.0,92.0,89.28571428571429,1.0,0.829019679830574
84,"A rectangle has a length that is twice the width, and its perimeter is 36 units. What are the possible dimensions of the rectangle if the width is a prime number?","A rectangle has a length that is twice the width. The perimeter of the rectangle is 36 units. What are the possible dimensions of the rectangle if the width is a prime number?"",
    ""solution"": ""First, we know that the perimeter of a rectangle is given by \(2(l + w) = 36\), where \(l\) is the length and \(w\) is the width. Given \(l = 2w\), we substitute \(l\) with \(2w\) in the perimeter equation: \(2(2w + w) = 36\). Simplifying, we get \(6w = 36\), leading to \(w = 6\). However, since 6 is not a prime number, we need to find prime numbers that are factors of 36. The prime factors of 36 are 2 and 3. Therefore, the possible widths \(w\) are 2 and 3. Correspondingly, the lengths \(l\) would be \(l = 2w = 4\) and \(l = 2w = 6\), respectively. The possible dimensions of the rectangle are (width, length): (2, 4) and (3, 6).",0.52,90.0,85.0,70.0,85.0,70.0,70.0,80.0,88.57142857142857,1.0,0.8995876271164794
85,"A rectangle has a length that is twice its width, and the perimeter of the rectangle is known. What is the rectangle's area in square units?","A rectangle has a length that is twice its width. The perimeter of the rectangle is 60 units. What is the area of the rectangle in square units?"",
  ""solution"": ""Let the width of the rectangle be \( w \) units. Then, the length of the rectangle is \( 2w \) units. The perimeter of a rectangle is given by \( 2(length + width) \). Given that the perimeter is 60 units, we can set up the equation \( 2(2w + w) = 60 \). Solving for \( w \), we get \( 6w = 60 \) or \( w = 10 \) units. Therefore, the length is \( 2w = 20 \) units. The area of the rectangle is \( length \times width = 20 \times 10 = 200 \) square units.",0.99,90.0,85.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.960492100922852
86,A rectangle has a length that is twice its width. What is the perimeter of the rectangle if the area is 50 square units?,"A rectangle has a length that is twice its width. Given that the area of the rectangle is 50 square units, what are the possible dimensions of the rectangle?"",
  ""solution"": ""Let the width of the rectangle be \( w \). Since the length is twice the width, the length can be represented as \( 2w \). The area of the rectangle is given by the product of its length and width, which is \( w \times 2w = 50 \). Solving for \( w \), we get \( 2w^2 = 50 \) or \( w^2 = 25 \). Therefore, \( w = 5 \) units. The length, being twice the width, is \( 2 \times 5 = 10 \) units. Thus, the dimensions of the rectangle are 5 units by 10 units.",0.829,90.0,85.0,70.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9168109669192297
87,"A rectangle has a width that is double its height. If the area of the rectangle is unknown, calculate its perimeter and the width.","A rectangle has a width that is double its height. If the area of the rectangle is 120 square units, calculate its perimeter and the width."",
  ""solution"": ""Given the area \(A\) of the rectangle is 120 square units and the width \(w\) is double the height \(h\), we can set up the following equations:\n\n1. \(w = 2h\)\n2. \(A = w \times h = 120\)\n\nSubstituting \(w = 2h\) into the area equation gives us:\n\(120 = 2h \times h\)\n\(120 = 2h^2\)\n\(h^2 = 60\)\n\(h = \sqrt{60} = 2\sqrt{15}\)\n\nNow, find the width \(w\):\n\(w = 2h = 2 \times 2\sqrt{15} = 4\sqrt{15}\)\n\nCalculate the perimeter \(P\) of the rectangle using the formula \(P = 2(w + h)\):\n\(P = 2(4\sqrt{15} + 2\sqrt{15}) = 12\sqrt{15}\)\n\nThus, the width is \(4\sqrt{15}\) units and the perimeter is \(12\sqrt{15}\) units.",0.989,90.0,85.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.971605724466084
